NIST 800-171,Control Name,Family,Microsoft Product,Workload,Table,KQL
3.5.2,Authenticate identities,Identification and Authentication,Windows,Kerberos / NTLM Auth,SecurityEvent,"// NIST 3.5.2 - Windows Auth Protocol Monitoring (Kerberos vs NTLM)
// Part 0: Analyst-Driven Targeting
let TargetComputers = dynamic([""*""]);
let TargetAccounts = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
SecurityEvent
| where TimeGenerated > ago(LookbackDays * 1d)
| where EventID == 4624
| where (Computer has_any (TargetComputers) or TargetComputers has ""*"")
| where (TargetAccount has_any (TargetAccounts) or TargetAccounts has ""*"")
// Part 2: Enrichment
| extend AuthPackage = AuthenticationPackageName
| extend IsNTLM = AuthPackage has ""NTLM""
| summarize
    LogonCount = count(),
    NTLMCount = countif(IsNTLM),
    KerberosCount = countif(AuthPackage has ""Kerberos"")
  by Computer, TargetAccount
// Final Output
| project Computer, TargetAccount, LogonCount, NTLMCount, KerberosCount, NTLMPercentage = round(100.0 * NTLMCount / LogonCount, 1)
| sort by NTLMPercentage desc
| take 50"
3.5.2,Authenticate identities,Identification and Authentication,Microsoft Defender for Identity,Auth Protocol,IdentityLogonEvents,"// NIST 3.5.2 - On-Prem Auth Protocol Analysis (MDI)
// Part 0: Analyst-Driven Targeting
let TargetAccounts = dynamic([""*""]);
let TargetProtocols = dynamic([""NTLM"", ""Kerberos"", ""LDAP"", ""LDAPClearText""]);
let LookbackDays = 30;
// Part 1: Base Filter
IdentityLogonEvents
| where Timestamp > ago(LookbackDays * 1d)
| where (AccountUpn has_any (TargetAccounts) or TargetAccounts has ""*"")
| where Protocol has_any (TargetProtocols)
// Part 2: Enrichment
| summarize
    LogonCount = count(),
    FailedCount = countif(ActionType == ""LogonFailed""),
    UniqueDevices = dcount(DeviceName)
  by AccountUpn, Protocol, LogonType
// Final Output
| project AccountUpn, Protocol, LogonType, LogonCount, FailedCount, UniqueDevices
| sort by LogonCount desc
| take 50"
3.5.2,Authenticate identities,Identification and Authentication,Entra ID,Password Protection,Event,"// NIST 3.5.2 - Entra Password Protection Agent Events
// Part 0: Analyst-Driven Targeting
let TargetComputers = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
Event
| where TimeGenerated > ago(LookbackDays * 1d)
| where Source == ""Microsoft-AzureADPasswordProtection-DCAgent""
| where (Computer has_any (TargetComputers) or TargetComputers has ""*"")
// Part 2: Enrichment
| extend PasswordBlocked = EventLevelName == ""Warning"" or EventLevelName == ""Error""
// Final Output
| project TimeGenerated, Computer, EventID, EventLevelName, RenderedDescription, PasswordBlocked
| sort by TimeGenerated desc
| take 50"
3.5.2,Authenticate identities,Identification and Authentication,Entra ID,SSPR,AuditLogs,"// NIST 3.5.2 - Self-Service Password Reset Activity
// Part 0: Analyst-Driven Targeting
let TargetOperations = dynamic([""Self-service password reset flow activity progress"", ""Reset password (self-service)"", ""Change password (self-service)"", ""Unlock user account (self-service)""]);
let LookbackDays = 30;
// Part 1: Base Filter
AuditLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where OperationName has_any (TargetOperations)
// Part 2: Enrichment
| extend InitiatedBy_User = tostring(InitiatedBy.user.userPrincipalName)
| extend Target = tostring(TargetResources[0].userPrincipalName)
// Final Output
| project TimeGenerated, OperationName, InitiatedBy_User, Target, Result, ResultReason, Category
| sort by TimeGenerated desc
| take 50"
3.8.3,Sanitize or destroy media before disposal,Media Protection,Microsoft Intune,Device Wipe / Retire,IntuneAuditLogs,"// NIST 3.8.3 - Device Wipe and Retire Actions
// Part 0: Analyst-Driven Targeting
let TargetActions = dynamic([""wipe"", ""retire"", ""delete"", ""remoteLock"", ""resetPasscode""]);
let LookbackDays = 90;
// Part 1: Base Filter
IntuneAuditLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where OperationName has_any (TargetActions)
// Part 2: Enrichment
| extend ActorUPN = tostring(Properties.Actor.UPN)
| extend TargetDisplayName = tostring(Properties.TargetDisplayNames)
// Final Output
| project TimeGenerated, OperationName, ActorUPN, TargetDisplayName, ResultType, Properties
| sort by TimeGenerated desc
| take 50"
3.8.3,Sanitize or destroy media before disposal,Media Protection,Microsoft Intune,Device Lifecycle,IntuneDevices,"// NIST 3.8.3 - Device Inventory for Disposal Tracking
// Part 0: Analyst-Driven Targeting
let TargetOwnership = dynamic([""Corporate"", ""Personal""]);
let TargetOS = dynamic([""*""]);
// Part 1: Base Filter
IntuneDevices
| where TimeGenerated > ago(1d)
| where (OwnerType has_any (TargetOwnership) or TargetOwnership has ""*"")
| where (OS has_any (TargetOS) or TargetOS has ""*"")
// Part 2: Enrichment
| summarize arg_max(TimeGenerated, *) by DeviceId
| extend DaysSinceLastSync = datetime_diff('day', now(), LastContact)
| extend StaleDevice = DaysSinceLastSync > 90
// Final Output
| project TimeGenerated, DeviceName, OS, OSVersion, OwnerType, ComplianceState, LastContact, DaysSinceLastSync, StaleDevice, DeviceId, UserName, SerialNumber, StorageTotal, StorageFree
| sort by DaysSinceLastSync desc
| take 50"
3.8.3,Sanitize or destroy media before disposal,Media Protection,Entra ID,Device Management,AuditLogs,"// NIST 3.8.3 - Device Registration and Deletion in Entra
// Part 0: Analyst-Driven Targeting
let TargetOperations = dynamic([""Delete device"", ""Add device"", ""Disable device"", ""Update device""]);
let LookbackDays = 90;
// Part 1: Base Filter
AuditLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where OperationName has_any (TargetOperations)
// Part 2: Enrichment
| extend InitiatedBy_User = tostring(InitiatedBy.user.userPrincipalName)
| extend DeviceName = tostring(TargetResources[0].displayName)
| extend DeviceId = tostring(TargetResources[0].id)
// Final Output
| project TimeGenerated, OperationName, InitiatedBy_User, DeviceName, DeviceId, Result
| sort by TimeGenerated desc
| take 50"
3.8.3,Sanitize or destroy media before disposal,Media Protection,Entra ID,BitLocker Key Audit,AuditLogs,"// NIST 3.8.3 - BitLocker Recovery Key Access Audit
// Part 0: Analyst-Driven Targeting
let TargetOperations = dynamic([""Read BitLockerKey"", ""Update device""]);
let LookbackDays = 90;
// Part 1: Base Filter
AuditLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where OperationName has_any (TargetOperations)
| where TargetResources has ""BitLocker"" or OperationName has ""BitLocker""
// Part 2: Enrichment
| extend InitiatedBy_User = tostring(InitiatedBy.user.userPrincipalName)
| extend DeviceName = tostring(TargetResources[0].displayName)
// Final Output
| project TimeGenerated, OperationName, InitiatedBy_User, DeviceName, Result
| sort by TimeGenerated desc
| take 50"
3.8.3,Sanitize or destroy media before disposal,Media Protection,Microsoft Defender for Endpoint,Device Offboarding,DeviceInfo,"// NIST 3.8.3 - Device Onboarding/Offboarding Status
// Part 0: Analyst-Driven Targeting
let TargetDevices = dynamic([""*""]);
// Part 1: Base Filter
DeviceInfo
| where Timestamp > ago(30d)
| where (DeviceName has_any (TargetDevices) or TargetDevices has ""*"")
// Part 2: Enrichment
| summarize arg_max(Timestamp, *) by DeviceId
| extend DaysSinceLastSeen = datetime_diff('day', now(), Timestamp)
// Final Output
| project Timestamp, DeviceName, DeviceId, OSPlatform, OSVersion, OnboardingStatus, SensorHealthState, DaysSinceLastSeen, MachineGroup, ExposureLevel, RiskScore
| sort by DaysSinceLastSeen desc
| take 50"
3.8.4,Mark media with CUI markings,Media Protection,Microsoft Purview,Sensitivity Labels,CloudAppEvents,"// NIST 3.8.4 - Sensitivity Label Application via Cloud Apps
// Part 0: Analyst-Driven Targeting
let TargetUsers = dynamic([""*""]);
let TargetActions = dynamic([""FileSensitivityLabelApplied"", ""FileSensitivityLabelChanged"", ""FileSensitivityLabelRemoved""]);
let LookbackDays = 30;
// Part 1: Base Filter
CloudAppEvents
| where TimeGenerated > ago(LookbackDays * 1d)
| where ActionType has_any (TargetActions)
| where (AccountId has_any (TargetUsers) or TargetUsers has ""*"")
// Final Output
| project TimeGenerated, ActionType, AccountId, Application, ObjectName, ObjectType, IPAddress, CountryCode
| sort by TimeGenerated desc
| take 50"
3.8.4,Mark media with CUI markings,Media Protection,Microsoft Purview,Auto-Labeling,InformationProtectionEvents_CL,"// NIST 3.8.4 - Auto and Manual Label Application Events
// Part 0: Analyst-Driven Targeting
let TargetLabels = dynamic([""*""]);
let TargetUsers = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
InformationProtectionEvents_CL
| where TimeGenerated > ago(LookbackDays * 1d)
| where (LabelName_s has_any (TargetLabels) or TargetLabels has ""*"")
| where (UserId_s has_any (TargetUsers) or TargetUsers has ""*"")
// Part 2: Enrichment
| extend IsAutoLabel = Activity_s has ""auto""
// Final Output
| project TimeGenerated, UserId_s, LabelName_s, Activity_s, ObjectId_s, MachineName_s, Application_s, IsAutoLabel
| sort by TimeGenerated desc
| take 50"
3.8.4,Mark media with CUI markings,Media Protection,Microsoft Purview,DLP Labeling,DLPActionEvents,"// NIST 3.8.4 - DLP Enforcement on Unlabeled/Mislabeled Content
// Part 0: Analyst-Driven Targeting
let TargetPolicies = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
DLPActionEvents
| where TimeGenerated > ago(LookbackDays * 1d)
| where (PolicyName has_any (TargetPolicies) or TargetPolicies has ""*"")
// Final Output
| project TimeGenerated, PolicyName, RuleName, ActionType, TargetFilePath, AccountName, Severity, SensitiveInfoTypeData
| sort by TimeGenerated desc
| take 50"
3.8.4,Mark media with CUI markings,Media Protection,Microsoft 365,Label Activity,OfficeActivity,"// NIST 3.8.4 - Office 365 File Label Modifications
// Part 0: Analyst-Driven Targeting
let TargetUsers = dynamic([""*""]);
let TargetOperations = dynamic([""SensitivityLabelApplied"", ""SensitivityLabelUpdated"", ""SensitivityLabelRemoved"", ""FileSensitivityLabelApplied"", ""FileSensitivityLabelChanged""]);
let LookbackDays = 30;
// Part 1: Base Filter
OfficeActivity
| where TimeGenerated > ago(LookbackDays * 1d)
| where Operation has_any (TargetOperations)
| where (UserId has_any (TargetUsers) or TargetUsers has ""*"")
// Final Output
| project TimeGenerated, UserId, Operation, OfficeObjectId, Site_Url, OfficeWorkload, ClientIP
| sort by TimeGenerated desc
| take 50"
3.8.4,Mark media with CUI markings,Media Protection,Microsoft Purview,Label Audit,AuditLogs,"// NIST 3.8.4 - Label Policy Configuration Changes
// Part 0: Analyst-Driven Targeting
let TargetOperations = dynamic([""Set-Label"", ""New-Label"", ""Remove-Label"", ""Set-LabelPolicy"", ""New-LabelPolicy"", ""Remove-LabelPolicy""]);
let LookbackDays = 90;
// Part 1: Base Filter
AuditLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where OperationName has_any (TargetOperations)
// Part 2: Enrichment
| extend InitiatedBy_User = tostring(InitiatedBy.user.userPrincipalName)
| extend TargetName = tostring(TargetResources[0].displayName)
// Final Output
| project TimeGenerated, OperationName, InitiatedBy_User, TargetName, Result
| sort by TimeGenerated desc
| take 50"
